clinic,rating,review,evidence_quote,primary_label,secondary_labels,patient_stage,automation_tier,product_surface,root_cause,severity,commercial_relevance
CRGH City,1,"I had a very disappointing experience at CRGH City Clinic, specifically with Dr. Javier Cordero. The ultrasound follicle tracking consultation lasted less than one minute, with no proper measurements taken — only vague and inconsistent …",The ultrasound follicle tracking consultation lasted less than one minute,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,4
ObGyn Matters,1,"AVOID. My wife and I went here for our 12 week scan. The experience was extremely disappointing, very rude staff and the doctor didn't have a clue. Not to mention the amount it cost… …",doctor didn't have a clue,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,4
Grosvenor Gardens Healthcare - Belgravia,1,"I came for a scan with Dr. Tezcan, who delivered bad news in a blunt and insensitive manner. She pressured me into booking an IVF consultation on the spot, which I had not considered or discussed with my partner. I paid for the scan and a …",pressured me into booking an IVF consultation,not_automatable,financial_transparency,consultation,not_solvable,out_of_scope,pressure to book additional services,4,4
108 Harley Street,1,"Awful. The Dr I saw was brusque to the point of bullying. She was 15 minutes late, no apology, and clearly saw me as an inconvenience to her day. I felt rushed, uncomfortable and disrespected. Rest of the staff seemed nice.",The Dr I saw was brusque to the point of bullying,not_automatable,,consultation,not_solvable,out_of_scope,rude doctor behavior,4,4
108 Harley Street,1,"Despite asking for women practitioners at this over rated breast clinic i was given males. And was forced to try 3 separate times, requiring time off work and travel costs. Hire women for women’s health please. I won’t return.",Despite asking for women practitioners,not_automatable,,treatment,not_solvable,out_of_scope,gender preference ignored,4,4
108 Harley Street,2,"Went for a mammogram, machines are old, with all the money they make, they could invest on new generation machinery that is far less painful for women and gives better results, technician pinched my breast, the lady hurt my breast so much …",technician pinched my breast,not_automatable,treatment_coordination,treatment,not_solvable,out_of_scope,outdated equipment and poor technique,4,4
Grosvenor Gardens Healthcare,1,"Please read before you go. Her response is utterly false.  I came for a scan with Dr. Tezcan, who delivered bad news in a blunt and …",delivered bad news in a blunt,not_automatable,complaint_handling,consultation,not_solvable,out_of_scope,poor communication of bad news,4,4
London Medical,1,"Unprofessional and unfriendly, less diabetic specialist and more government lawyer. Didnt bother looking at the data at all. These guys  are just in it for the money. Make you come back again and again and again for reviews that will never …",just in it for the money,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,4
London Medical,1,Avoid like the plague!! Better off with a GP!,Avoid like the plague,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,4
The Medical Chambers Kensington,1,I had an appointment with Dr Bataille 2 years ago following what seemed like an enduring skin allergy. I spent a total of £775 (£195 initial appointment+£460 test and sample taking+ …,I spent a total of £775,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,4
Kensington International Clinic - La Maison Medicale,1,"This is a review for Dr Vohwinkel, child psychiatrist. We consulted her for our 11 yr old son who was suffering from depression. ""Pushy and doesn't listen"" is his description of Dr Vohwinkel. We think the same, and will add: not supportive. …",Pushy and doesn't listen,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,3
Kensington International Clinic - La Maison Medicale,1,Dreadful place got thread veins. My doctor retired so I came here. Waste of money. 2 sessions ZERO IMPROVEMENT.  Do NOT WASTE your money.,2 sessions ZERO IMPROVEMENT,not_automatable,,treatment,not_solvable,out_of_scope,treatment outcomes,4,4
Kensington International Clinic - La Maison Medicale,1,I went to the medical center during my stay in London because my body was constantly itchy. I had blisters on my hands and itched in very specific spots. The dermatologist I saw told me I was simply anxious and had hives. She gave me a …,told me I was simply anxious and had hives,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,3
Kensington International Clinic - La Maison Medicale,1,"The office is very pleasant and the reception was excellent. However, I absolutely do not recommend Dr. Vohwinkel. His diagnosis was rushed and curt, he offered no parental support, and he used harsh words in front of the child. In short, a shocking lack of professionalism.",His diagnosis was rushed and curt,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,4
Hormone Health,1,"Awful experience! Came here for an early scan during my pregnancy and found the treatment from the woman who did my ultrasound incredibly cold. I did not feel welcomed or comfortable at any point, to the point where I felt judged. I would not recommend this at all as an experience, considering the p",I felt judged,not_automatable,,consultation,not_solvable,out_of_scope,staff personality,4,4
Hormone Health,1,"Horrible experience. The visit was rushed, the scans were poor quality and unclear, completely useless. Can't believe I paid so much for this. Save your money and go somewhere else, seriously.",scans were poor quality,not_automatable,,consultation,not_solvable,out_of_scope,poor scan quality,4,4
Hormone Health,1,My wife was very rushed doing an ultrasound and the results were poor. Scans that weren’t clear and not useful for our purposes. Not sure I would recommend spending money on this.,scans weren’t clear,not_automatable,,consultation,not_solvable,out_of_scope,poor scan quality,4,4
Hormone Health,2,"Disappointing. I saw the cardiologist, she took one reading of my blood pressure and didn't bother to do a few more. So she gave me a reading that didn't reflect my blood pressure accurately. Considering it's private and im paying out of …",reading didn’t reflect accurately,not_automatable,,consultation,not_solvable,out_of_scope,inaccurate diagnosis,4,4
Hormone Health,2,The update I mentioned....  These high reviews I really don't understand. …,The update I mentioned....,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,3
Hormone Health,2,Doctor was good but the support staff were quite amateur. The doctor's assistant was wearing an earpod which was extremely unprofessional and had to ask questions every time the doctor asked her to write something down. The nurse who took my blood failed to find a vein and caused unnecessary pain wh,The doctor's assistant was wearing an earpod which was extremely unprofessional.,not_automatable,,treatment,not_solvable,out_of_scope,staff professionalism,4,4
MEDii Health,2,"I visited MEDii Health in London and was disappointed with the level of professionalism during my appointment.  Although the clinic is registered with the CQC, the doctor I saw did not display a clear name badge or provide his GMC registration number, which made it difficult to verify his profession",The doctor I saw did not display a clear name badge or provide his GMC registration number.,not_automatable,financial_transparency,treatment,not_solvable,out_of_scope,staff professionalism,4,4
